deer_w2,moose_w2,elk_w2,sheep_w2,goat_w2,wolf_w2,Elevation2,DistFromHumanAccess2,DistFromHighHumanAccess2,landcover16,EASTING,NORTHING,pack,used,usedFactor,habitatType,landcov.f,closedConif,modConif,openConif,decid,regen,mixed,herb,shrub,water,rockIce,burn,alpineHerb,alpineShrub,alpine
4,5,3,1,1,4,1704.332889,901.7753193,895.9336837,3,565121.3792,5684741.616,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,4,5,5,4,1751.453333,1070.522843,887.5936933,3,596464.1811,5671756.651,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,1,5,1434.246667,170.7878005,5.593711251,2,582257.9419,5675336.286,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,1,4,1491.633778,155.6804475,80.89850701,2,568196.7975,5683978.849,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,5,6,3,1920.306667,697.6235407,676.36414,3,590431.4493,5679433.257,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,4,3,4,1520.993333,345.6235407,273.0138975,3,587663.7391,5670294.203,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,1,4,1494,192.9979909,156.0668891,2,563512.4013,5690707.618,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,4,4,3,2172.541333,1114.773817,953.0158237,2,578873.4047,5685555.87,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,1,4,1553.526222,999.8728857,1070.756516,2,567358.5595,5688037.635,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,3,4,5,5,4,2141.794667,1301.503962,1288.298273,10,593421.5058,5665030.388,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,3,4,5,5,4,1880.019556,,,2,593752.9981,5663055.762,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,3,1,4,1526.700444,350.8548022,530.6803943,3,570017.0769,5677882.036,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,1,4,1439.633778,528.5018284,348.4441598,1,573528.0337,5680924.735,Bow Valley,0,0,Open Conifer,Open Conifer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,3,4,5,5,4,1726.673333,540.1135329,424.9394375,12,589717.6242,5671426.984,Bow Valley,0,0,Burn-Forest,Burn,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,4,4,4,3,4,2071.532889,232.608315,16.81639648,3,588055.0887,5681711.156,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,5,6,3,2382.026222,,,10,595177.8066,5663030.906,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,4,3,3,3,5,1807.62,716.1013909,715.9336837,3,564837.6784,5684554.457,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,4,3,4,2070.846222,366.3838912,205.7514972,3,587140.7009,5682001.905,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,3,4,1450.366667,193.592172,227.8386869,3,580219.6332,5676501.481,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,3,1,3,2262.480444,1763.340703,1609.81727,10,578599.2389,5684803.537,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,4,1,1,5,1583.026667,279.6840334,131.5593948,3,581402.1096,5678284.994,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,4,3,4,1488.433333,493.1474475,383.6424762,2,589540.7931,5668138.419,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,4,3,4,1997.580444,1920.4401,1914.881479,3,578859.4816,5682103.805,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,1,4,4,2002.580444,644.5212146,629.4194762,3,577661.008,5682838.222,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,3,3,3,5,1799.927111,1688.632638,1517.56764,3,582997.8052,5672896.619,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,1,4,1572.533333,20.31596664,1182.235496,2,566397.0707,5689389.805,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,4,3,3,3,5,1730.966667,432.9223386,221.5548255,3,581408.4826,5673655.642,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,4,5,5,4,1866.333778,790.4891781,663.278743,8,580217.9525,5674353.647,Bow Valley,0,0,Shrub,Shrub,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,3,3,1,1,3,2220.300444,199.3619994,595.6534751,1,562951.1584,5684220.459,Bow Valley,0,0,Open Conifer,Open Conifer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,4,4,4,3,4,1977.706667,323.9965915,2515.446099,3,567129.5299,5690811.626,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,5,4,1,5,1541.353333,1008.537485,951.6690176,2,564260.2043,5691062.485,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,1,4,1573.473333,637.2205687,538.0834157,2,566097.6084,5685893.191,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,1,4,1507.78,214.677965,35.11616158,2,565285.3588,5687487.538,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,3,4,5,5,4,1979.887111,1398.095051,1153.474743,10,588124.9335,5674612.157,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,3,1,1,4,1671.026667,1115.593765,1289.055972,2,569923.3641,5680205.676,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,4,3,4,1729.846667,50.31596664,1766.033928,3,584212.9466,5678699.765,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,3,5,3,4,1800.544889,441.809105,317.0871262,3,589926.5693,5665537.509,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,5,6,3,2265.673778,2599.764458,2566.866281,1,588621.7285,5678336.7,Bow Valley,0,0,Open Conifer,Open Conifer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,4,5,4,3,5,1456.64,83.87053051,146.0449033,3,593321.0302,5667795.974,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,3,5,4,3,2229.059556,2679.172411,2623.761334,2,574976.107,5674538.837,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,5,6,3,2188.499111,2046.98866,1848.135796,2,578875.4157,5675217.339,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,4,3,3,1,3,1911.213333,530.3159666,389.7454463,3,590064.6282,5681093.493,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,1,3,3,1771.386667,1035.926063,1163.413923,2,574622.5575,5677287.861,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,3,1,4,1530.553333,261.8262554,784.3716709,3,570766.352,5677802.151,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,1,4,1466.586222,8.52360412,0,2,569239.6988,5684102.926,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,4,3,4,2158.193333,1764.370148,1538.536476,3,580328.1722,5681952.147,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,3,3,3,5,1939.112889,803.7371546,671.2183061,3,581073.0704,5683077.046,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,3,3,5,3,2202.200444,338.0340676,303.4998287,2,576500.5689,5684020.066,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,1,4,1442,257.0226033,54.13587876,10,573191.9348,5681717.807,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,3,3,3,1,4,2032.453778,609.6840334,804.693607,2,567545.4783,5679868.52,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,4,3,4,2072.76,262.3971501,74.93772827,3,588001.696,5681631.585,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,1,4,4,1548.806667,120.9960464,709.7217954,2,569570.9052,5681598.456,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,1,4,1579.639556,173.0816595,64.06631632,2,566772.1688,5683773.491,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,3,6,1,3,6,1622.453333,192.9979909,189.6330976,2,590060.8705,5670758.615,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,3,4,1940.7,592.6721458,1424.607868,3,583182.8595,5679859.298,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,4,3,4,2136.779556,2985.44221,2942.207738,3,576716.3615,5675233.351,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,5,5,5,5,1799.439556,1401.708612,1214.899338,3,569749.7278,5686398.141,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,3,5,3,4,2041.679556,996.3739542,722.9490911,3,583149.6414,5683146.027,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,1,3,3,1894.7,1303.498799,1179.551675,2,574366.8433,5676670.151,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,5,6,3,1564.407556,154.6687463,39.21720091,3,580583.1763,5673823.672,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,4,5,5,4,2136.573333,,,10,594748.8458,5662596.502,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,4,4,3,4,1951.140444,3005.845028,3309.288079,3,587738.2758,5678264.015,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,1,4,1494,352.174555,333.7229129,2,563657.5074,5690763.022,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,3,4,1,1,5,1509.513333,168.8092221,58.76417363,3,582878.8148,5677354.99,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,3,1,1,4,1702.486222,679.2471178,657.3239649,2,566366.7343,5683112.791,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,3,4,5,5,4,1845.799111,733.4251211,514.7913308,12,589573.3937,5671980.499,Bow Valley,0,0,Burn-Forest,Burn,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,4,3,3,3,5,1652.88,254.5609282,241.4686912,3,581908.3442,5681357.886,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,2418.232889,681.8082739,577.5379109,10,585980.9124,5683585.055,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,1,4,1,2533.099556,2166.61396,2025.711788,10,593782.3411,5678804.02,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,5,5,4,1,5,1433.146222,147.236798,48.70726933,2,577575.4119,5678629.547,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,5,5,3,2471.700444,1559.656679,1422.146069,10,573493.7578,5686034.351,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,4,4,3,4,1862.319556,299.9817796,89.02466903,3,582718.4744,5683751.528,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,5,6,3,2000.972889,1268.994068,1041.091158,10,595876.6304,5672031.16,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,1,3,4,4,4,2223.26,1723.796732,1460.965892,2,579517.1849,5674955.934,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,2661.628444,1676.904894,1603.152109,10,591067.7273,5674743.951,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3,3,4,4,3,2055.693333,119.164476,53.99542145,2,576214.8612,5683551.841,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,2579.614667,1494.72243,2720.419571,10,585707.7029,5679404.663,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,3,1,1,4,1764.873333,938.424022,965.1756737,2,569574.1184,5679546.579,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,4,3,4,1574.386667,494.3801469,394.4155899,2,574203.6214,5682007.13,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,2216.213778,1569.681531,1484.958863,3,590399.7217,5677051.242,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,3,4,1649.16,43.40816061,41.6237313,3,594645.4273,5671544.154,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,3,1,1,5,2141.433333,365.8718084,959.7699618,2,563337.1128,5684778.18,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,4,1,3,4,3,2123.493333,1882.711228,1732.614575,3,588409.6448,5667180.802,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,3,3,3,5,1773.373333,1599.731645,1565.775625,3,564421.3553,5685400.854,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,1,4,1525.106222,702.2579401,804.5821236,3,568044.0404,5683072.435,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,5,6,3,2203.72,299.3905723,170.8985277,15,592530.6861,5672788.379,Bow Valley,0,0,Alpine Herb,Alpine Herb,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,1,3,4,6,3,2233.132889,1916.186398,1751.767531,10,577654.7318,5685131.461,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,4,1,1,5,1737.392889,1133.72782,1027.558363,3,582295.7496,5679228.219,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,3,1,1,4,1850.486667,195.356076,175.5193849,3,567733.3267,5678986.022,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1433,287.3774802,364.5096631,2,579098.5986,5678656.941,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,1,4,4,1613.973778,834.3604755,1287.754638,3,568696.5496,5681651.969,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,1,4,1495.78,147.236798,0,2,565203.1946,5688150.601,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,2541.753333,2039.373076,1918.901045,10,572989.8597,5686066.035,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,3,4,5,5,4,2030.168,1940.211377,1801.810179,8,587497.651,5676090.595,Bow Valley,0,0,Shrub,Shrub,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,3,3,4,4,3,2128.726667,977.060595,779.6200059,2,578129.4794,5686401.101,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,4,3,3,3,5,1900.266667,869.2259312,758.5171771,3,581407.4131,5681923.456,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,1,4,1497.167111,151.3415899,78.41306246,2,567045.8075,5685573.151,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,3,1,1,4,1567.873333,85.52847414,725.1492502,2,571244.6948,5680393.008,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1427.56,102.6508521,78.80820711,2,578738.5512,5677806.441,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,2627.116444,1945.551914,1800.586139,10,582016.8368,5672116.948,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,4,3,3,1,3,1988.546667,37.59354784,0,2,587886.9498,5681862.932,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,5,6,3,2382.613778,1784.02088,1529.481109,10,591512.9748,5671712.201,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,5,4,1,4,4,1568.433333,168.280967,390.2753072,2,566498.4585,5684250.554,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,2157.273778,,,10,590869.8343,5662216.306,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3,3,5,6,3,2389.348,352.3429701,417.9314128,10,574014.7385,5683907.017,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,1,4,1,2821.833333,3154.555886,3083.220014,10,582027.3273,5668503.73,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,4,4,3,4,1875.407111,366.3838912,256.0295702,3,582122.6703,5684184.955,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,3,1,1,4,1693.686222,115.362578,177.8596958,3,570417.8385,5679066.528,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1402,182.7828374,0,5,598013.2405,5670888.635,Bow Valley,0,0,Mixed,Mixed,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1402,320.0699022,195.1855402,7,584330.7782,5675096.159,Bow Valley,0,0,Herbaceous,Herbaceous,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,5,5,3,1,5,1402,67.51136647,112.9508931,5,587005.6851,5673586.508,Bow Valley,0,0,Mixed,Mixed,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,4,4,3,1,4,1502.026667,67.51136647,54.21922996,2,562727.9158,5690056.095,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,4,1,3,4,3,2077.941333,296.4814571,263.3320629,3,599346.7692,5667532.561,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,2581.974222,1519.159097,1463.325809,10,593543.2381,5677740.868,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,3,3,5,6,4,2176.245778,1895.576373,1645.157308,10,586623.7344,5665194.373,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,4,3,3,1,3,1770.966667,282.5865595,341.8903349,3,594197.2751,5674859.068,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,6,1,5,6,2000.132889,982.7939805,883.4007789,3,580417.7867,5680937.216,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,4,5,5,4,1842.354222,816.4151964,539.3513915,12,597406.1791,5671921.421,Bow Valley,0,0,Burn-Forest,Burn,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,6,5,1,1,5,1402,440.6460628,408.8125825,8,597163.6004,5670069.62,Bow Valley,0,0,Shrub,Shrub,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,3,3,5,6,3,2088.172444,955.7761009,813.0633145,10,591698.2399,5680897.344,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,4,4,3,4,1626.94,147.236798,756.5731679,3,598261.2962,5666359.669,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,2306.526222,1073.57627,1003.289189,10,591604.8764,5674467.356,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,4,4,3,4,1457.053333,199.3619994,170.9089455,3,587207.2463,5671066.806,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,3,5,3,4,2025.193333,1434.274104,1390.395129,10,591061.2288,5671498.029,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,4,4,3,4,4,1980.475111,911.5832592,548.0567402,3,598950.0914,5668285.172,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,5,5,5,5,1797.926667,2036.325834,1789.956874,2,578563.2506,5681390.754,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,2278.018667,2587.279377,3071.181879,10,573367.701,5688861.134,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,1,4,1,2514.394222,954.5951966,2612.855001,10,584771.0781,5680052.464,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3,3,5,6,3,2284.328444,1314.672506,2052.139077,10,586053.1409,5677939.642,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,7,7,7,7,7,1402,417.6662226,404.8609403,2,589943.7255,5669484.553,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,4,3,4,1879.053333,9.684033358,0,3,594165.2006,5674111.284,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,3,3,3,5,1721.112889,452.9766913,355.9336837,3,565370.4247,5684181.979,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,2523.799556,1313.614462,1199.557031,10,585412.2173,5683244.021,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,3,1,1,4,1843.06,1198.015468,1076.140332,3,569040.1212,5679537.697,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,1,5,1831.846667,1247.39556,2160.963096,3,567831.4473,5689243.795,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,4,4,1,5,1417.62,12.58655953,0,2,595036.6143,5668380.955,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,3,1,1,4,1550.873333,218.4751359,646.2585096,2,571389.2604,5680430.699,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,1,5,1612.06,489.6840334,311.5593948,2,581572.1287,5678498.512,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,4,6,3,2157.527111,1561.114731,1374.891215,1,576641.8054,5686686.776,Bow Valley,0,0,Open Conifer,Open Conifer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,2398.133778,1415.89375,1322.328829,15,587349.8243,5667148.267,Bow Valley,0,0,Alpine Herb,Alpine Herb,0,0,0,0,0,0,0,0,0,0,0,1,0,1
